audit_id,gold_id,agreement_partition,system_blind,message,context,primary_intent,should_escalate,required_reply_points,forbidden_claims,draft_reply,evidence,human_groundedness,human_actionability,human_tone,human_safety,human_accept,human_critical_error,human_notes,annotator
AUD-093,SPOT-157,holdout,System A,Problems again @user @user still not allowing Paypal subscription keeps looping back to payment screen,,billing_subscription,true,Acknowledge repeated PayPal checkout loop; route billing diagnostics and ask for non-sensitive error details,Ask for PayPal credentials; promise a successful charge; repeat the same failed step,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""2878168"", ""conversation_id"": ""2878166"", ""message"": ""@user Still waiting for PayPal payment option on the student subscription. Way to go Spotify :eyeroll:"", ""reply"": ""Hi there. We're sorry you feel that way. We appreciate your feedback, and we'll be sure to pass this on the right folks"", ""similarity"": 0.457, ""quality"": 0.2314, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""6514"", ""conversation_id"": ""6514"", ""message"": ""@user @user I'm still having problems with payment"", ""reply"": ""Hey there! We just replied to your DM. Check it out, we'll continue helping you there 🙂"", ""similarity"": 0.4115, ""quality"": 0.2292, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1971347"", ""conversation_id"": ""1971347"", ""message"": ""@user You can't use paypal for payment?"", ""reply"": ""Hey! Help's here. Can you DM us your account's email and let us know what you're trying to sign up for? We'll see what we can suggest /RA <historical-link>"", ""similarity"": 0.3737, ""quality"": 0.3614, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-034,SPOT-047,holdout,System C,@user I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️,,billing_subscription,true,Acknowledge the three charges and failed subscription; immediately route to secure billing review; request transaction or receipt identifiers only in private and remind the customer not to post financial details,Do not promise a refund or Premium activation; do not say the charges are valid; do not ask for a full card number security code or password,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-072,SPOT-108,holdout,System A,@user Missing all together 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,"Hey there! That doesn't sound good. Just to check, are your songs removed from download or missing altogether?",playlist_library,true,Confirm that the songs are missing rather than merely not downloaded; ask where they are missing and whether the web player shows them; route account-library review if needed,Claim the songs can be restored; assume they were deleted; request account identifiers publicly,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""2414533"", ""conversation_id"": ""2414531"", ""message"": ""@user @user second iOS update and still no iPhone X support 🤦🏻‍♂️"", ""reply"": ""Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned"", ""similarity"": 0.4201, ""quality"": 0.1575, ""weak_intent"": ""device_connectivity""}, {""pair_id"": ""905298"", ""conversation_id"": ""905297"", ""message"": ""@user This is the third time that all my songs delete itself... 🤦🏻‍♂️"", ""reply"": ""Hey, help's here! Could you DM us your username and email address? We'll take a look backstage 🔍"", ""similarity"": 0.381, ""quality"": 0.2467, ""weak_intent"": ""playlist_library""}, {""pair_id"": ""1371861"", ""conversation_id"": ""1371860"", ""message"": ""Hey @user get your shit together I'm missing out on episode 1 of @user over here"", ""reply"": ""Hey! We’re working hard with rights holders to get more of the best content on the service. Stay tuned"", ""similarity"": 0.3032, ""quality"": 0.1983, ""weak_intent"": ""other""}]",,,,,,,,
AUD-097,SPOT-165,holdout,System C,"@user, why are you committing suicide by fucking with playlists? Now it only plays the most ""profitable"" tracks, and just because I like an artist, doesn't mean I want to hear them on EVERY playlist. At this rate you're going where Pandora went! #disappointed #stupid #Ethereum",,product_feedback,false,Acknowledge dissatisfaction with playlist curation and capture the desired variety and control,Interpret figurative 'suicide' as confirmed self-harm; defend profit motives; promise algorithm changes,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-111,SPOT-173,holdout,System A,@user answer em dm's,,other,true,Acknowledge the delayed private message and route follow-up to the existing support conversation,Claim the DM was read or answered; request public account data,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""1752898"", ""conversation_id"": ""1752897"", ""message"": ""@user hi can u answer my DM please"", ""reply"": ""We've just sent you a DM 🙂"", ""similarity"": 0.5318, ""quality"": 0.0, ""weak_intent"": ""other""}, {""pair_id"": ""1286624"", ""conversation_id"": ""1286623"", ""message"": ""@user answer the dm i sent you please"", ""reply"": ""Hey Ali! We've just sent you a bit more info over DM. We'll carry on helping out there"", ""similarity"": 0.5034, ""quality"": 0.0472, ""weak_intent"": ""other""}, {""pair_id"": ""1430106"", ""conversation_id"": ""1430105"", ""message"": ""@user answer my fucking dm on @user"", ""reply"": ""Hey! We've replied to your DM. Check it out and we'll continue over there"", ""similarity"": 0.4906, ""quality"": 0.2019, ""weak_intent"": ""other""}]",,,,,,,,
AUD-002,SPOT-008,holdout,System B,@user I used my sim btw,,other,true,State that the current message lacks the earlier issue; ask the customer to restate what they used the SIM for and what happened; continue privately if it concerns an account or phone number,Do not assume the SIM solved or caused the issue; do not claim an account was reviewed; do not request phone or account secrets publicly,"1: Hi! We're afraid it's not possible to pay for the student discount using the Pay by Mobile option, but you can use a debit card... 2: to pay for it. Don't worry, we'll pass your feedback on to the right team. Let us know if you have other questions","[{""pair_id"": ""1708805"", ""conversation_id"": ""1708804"", ""message"": ""@user I live in Philippines btw"", ""reply"": ""1: Hi! We're afraid it's not possible to pay for the student discount using the Pay by Mobile option, but you can use a debit card... 2: to pay for it. Don't worry, we'll pass your feedback on to the right team. Let us know if you have other questions"", ""similarity"": 0.2921, ""quality"": 0.35, ""weak_intent"": ""other""}]",,,,,,,,
AUD-017,SPOT-033,calibration,System B,@user I am still having issues,,other,true,Ask the customer to restate the issue exact symptom and steps already tried and provide device or account area as relevant; use thread context if it can be recovered,Do not assume which issue persists; do not repeat unverified troubleshooting; do not claim resolution,"Hi Sebastian, help's here! Could you DM us your account's username and email address? We'll do some digging 🔍","[{""pair_id"": ""6492"", ""conversation_id"": ""6492"", ""message"": ""@user @user i am still having payment issues"", ""reply"": ""Hi Sebastian, help's here! Could you DM us your account's username and email address? We'll do some digging 🔍"", ""similarity"": 0.8363, ""quality"": 0.2719, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-008,SPOT-018,holdout,System B,ok so Spotify explain. 30 mins no advertising but after clicking on a new playlist there is suddenly another commercial I AM NOT PAYING FOR PREMIUM STOP TRYING @user,,product_feedback,false,Acknowledge frustration with an ad appearing after switching playlists; explain the Free-tier ad experience cautiously and note that playback actions can affect sessions only if verified; record the feedback,Do not promise exactly 30 uninterrupted ad-free minutes in every interaction; do not claim ads were disabled; do not pressure the customer to buy Premium,Hi there! Thanks for the feedback. We'll be sure to pass it on to the right folks. Give us a shout if you have any other questions,"[{""pair_id"": ""2317489"", ""conversation_id"": ""2317487"", ""message"": ""@user and yes I know this is advertising the trial"", ""reply"": ""Hi there! Thanks for the feedback. We'll be sure to pass it on to the right folks. Give us a shout if you have any other questions"", ""similarity"": 0.3382, ""quality"": 0.2528, ""weak_intent"": ""product_feedback""}]",,,,,,,,
AUD-114,SPOT-183,calibration,System A,@user 4.990 atau 49.990?,,billing_subscription,true,Clarify currency country and which price or screen the customer means; offer appropriate language support,Choose one price; assume currency or market; repeat a 2017 price,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""189827"", ""conversation_id"": ""189827"", ""message"": ""@user Both for 4.99? Or each 4.99?"", ""reply"": ""Hi there! The bundle is only $4.99 for both the student discount and Hulu. More info here: <historical-link>"", ""similarity"": 0.2863, ""quality"": 0.21, ""weak_intent"": ""other""}, {""pair_id"": ""189931"", ""conversation_id"": ""189931"", ""message"": ""@user So 4.99 monthly for how long if i get it"", ""reply"": ""1: Hey! The student discount is good for 12 months. Once it expires, you'll be charged with the regular rate of Premium. Don't worry, you... 2: can still reapply for it if you're still a student after the discount expires. We have more info here: <historical-link>"", ""similarity"": 0.2419, ""quality"": 0.35, ""weak_intent"": ""other""}, {""pair_id"": ""1882761"", ""conversation_id"": ""1882760"", ""message"": ""@user I got charged the 4.99 already"", ""reply"": ""Hi, help's here! Can you ask for your sister's username or account's email address, and DM us? We'll take a look backstage /GT <historical-link>"", ""similarity"": 0.2573, ""quality"": 0.34, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-033,SPOT-046,holdout,System A,@user Not working in Germany,,playback_technical,true,Ask what feature is not working in Germany and for the exact symptom error device app version network and time; check regional service status using verified information,Do not claim a Germany-wide outage or that service is fixed; do not guess a cause; do not give destructive troubleshooting without a symptom,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""263526"", ""conversation_id"": ""263521"", ""message"": ""@user Germany i guess"", ""reply"": ""Could you send us a DM with your account's email address or username? We'll take a look backstage /LO <historical-link>"", ""similarity"": 0.6352, ""quality"": 0.2914, ""weak_intent"": ""other""}, {""pair_id"": ""1226752"", ""conversation_id"": ""1226751"", ""message"": ""@user Here in germany we have problems with loding playlists and Songs. are There any Problems in germany"", ""reply"": ""Hi Tim, the cavalry's here! Can you let us know what device/version of Spotify you're using? We'd love to help out"", ""similarity"": 0.5088, ""quality"": 0.5817, ""weak_intent"": ""playlist_library""}, {""pair_id"": ""739487"", ""conversation_id"": ""739484"", ""message"": ""@user @user Why is this not available in Germany? :/"", ""reply"": ""Hey there! Sometimes agreements are ongoing, or can't be reached with the content provider. Hopefully we'll have it for you soon"", ""similarity"": 0.4941, ""quality"": 0.2489, ""weak_intent"": ""content_catalog""}]",,,,,,,,
AUD-035,SPOT-047,holdout,System B,@user I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️,,billing_subscription,true,Acknowledge the three charges and failed subscription; immediately route to secure billing review; request transaction or receipt identifiers only in private and remind the customer not to post financial details,Do not promise a refund or Premium activation; do not say the charges are valid; do not ask for a full card number security code or password,Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,"[{""pair_id"": ""1382280"", ""conversation_id"": ""1382279"", ""message"": ""@user HELP! my account was charged for premium yet my account info says I'm a free subscriber, I want to stay a premium subscriber"", ""reply"": ""Hey! Can you DM us your account's email address? We'll see what we can suggest /CB <historical-link>"", ""similarity"": 0.4386, ""quality"": 0.2544, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-041,SPOT-068,holdout,System B,@user wsup ?,,other,true,Ask what they need help with; request a brief description of the issue,Claim the service is restored; imply a known outage,Our Artist team takes care of artists like you. They'll help with your current issue. Just fill out the form at,"[{""pair_id"": ""2175483"", ""conversation_id"": ""2175482"", ""message"": ""@user Where ?"", ""reply"": ""Our Artist team takes care of artists like you. They'll help with your current issue. Just fill out the form at <historical-link>"", ""similarity"": 0.2147, ""quality"": 0.2508, ""weak_intent"": ""other""}]",,,,,,,,
AUD-051,SPOT-080,holdout,System A,Hello? @user?? You're not working and I have 20 minutes to dance around my lounge room before I have to go to work!!!,,playback_technical,false,Apologize for the interruption; ask whether playback is still failing; if so request device app and network details or direct them to a verified status page,Claim everything is now working; assert a confirmed outage without live evidence; make light of the urgency,"Sorry about the playback trouble. Which device, operating system, and app version are you using, and does it also happen on another network?","[{""pair_id"": ""1853479"", ""conversation_id"": ""1853471"", ""message"": "".@user that was NOT 30 minutes"", ""reply"": ""Hey there! Can you let us know what's happening exactly? We'll see what we can suggest"", ""similarity"": 0.2504, ""quality"": 0.3472, ""weak_intent"": ""other""}, {""pair_id"": ""1788656"", ""conversation_id"": ""1788655"", ""message"": ""@user I have just got a new laptop and logged into my account. I can’t listen to more than 5 minutes before the streaming is stopped"", ""reply"": ""Hey Adrien, that doesn't sound right! Just to check, are you seeing any specific error message? A screenshot would be super helpful"", ""similarity"": 0.2413, ""quality"": 0.2547, ""weak_intent"": ""account_access""}, {""pair_id"": ""2240439"", ""conversation_id"": ""2240437"", ""message"": ""@user why do i get ads every 10 minutes instead of 30 minutes ?"", ""reply"": ""Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset"", ""similarity"": 0.2398, ""quality"": 0.2411, ""weak_intent"": ""product_feedback""}]",,,,,,,,
AUD-011,SPOT-020,holdout,System B,@user can I please get some help,,other,true,Ask the customer to describe the issue including the relevant feature error and device; tell them not to post passwords payment details or other sensitive data publicly,Do not guess the problem; do not claim access to the account; do not ask for a password,Hey! We've already replied to your DM. Let's continue chatting there,"[{""pair_id"": ""979822"", ""conversation_id"": ""979821"", ""message"": ""@user Can i get some help please"", ""reply"": ""Hey! We've already replied to your DM. Let's continue chatting there"", ""similarity"": 1.0, ""quality"": 0.0122, ""weak_intent"": ""other""}]",,,,,,,,
AUD-071,SPOT-108,holdout,System B,@user Missing all together 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,"Hey there! That doesn't sound good. Just to check, are your songs removed from download or missing altogether?",playlist_library,true,Confirm that the songs are missing rather than merely not downloaded; ask where they are missing and whether the web player shows them; route account-library review if needed,Claim the songs can be restored; assume they were deleted; request account identifiers publicly,Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned,"[{""pair_id"": ""2414533"", ""conversation_id"": ""2414531"", ""message"": ""@user @user second iOS update and still no iPhone X support 🤦🏻‍♂️"", ""reply"": ""Hey there! We understand - we’re working on it as we speak. Be sure to stay tuned"", ""similarity"": 0.4201, ""quality"": 0.1575, ""weak_intent"": ""device_connectivity""}]",,,,,,,,
AUD-005,SPOT-012,calibration,System B,"@user Hello, I signed up for a new account and my username is a bunch of random letters and numbers. Could you please help me set it to the username I want?",,account_access,true,Explain the difference between an immutable or generated username and an editable display name if applicable; provide the supported self-service option; move any account-specific change or lookup to a secure channel,Do not promise that the login username can be changed; do not claim to have modified the account; do not ask for the password,Hey Luis! Can you DM us your account's email address? We'll take a look backstage /JL,"[{""pair_id"": ""1031952"", ""conversation_id"": ""1031951"", ""message"": ""@user @user I signed up for an account and my username is random letters and numbers. I didn't set my username to that. Any help?"", ""reply"": ""Hey Luis! Can you DM us your account's email address? We'll take a look backstage /JL <historical-link>"", ""similarity"": 0.74, ""quality"": 0.2603, ""weak_intent"": ""account_access""}]",,,,,,,,
AUD-065,SPOT-106,holdout,System B,"@user I've linked my Spotify account to @user in the past, then I've deactivated my Facebook for over a year now, yet every time I try to sign in to Spotify, it re-activates my Facebook again!! I want to unlink my account with Facebook, I've stopped using Spotify!",,account_access,true,Route secure help for unlinking Facebook and changing the sign-in method; advise against posting account identifiers or a Facebook profile publicly; use verified account-linking steps,Claim the accounts are unlinked; ask for email password or profile URL publicly; assert why Facebook reactivates,"Hey Thomas, help's here! Can you send us your email address or username via DM? We'll check under the hood","[{""pair_id"": ""1205906"", ""conversation_id"": ""1205905"", ""message"": ""@user i cant link my spotify account with my facebook spotify account"", ""reply"": ""Hey Thomas, help's here! Can you send us your email address or username via DM? We'll check under the hood"", ""similarity"": 0.4927, ""quality"": 0.4461, ""weak_intent"": ""account_access""}]",,,,,,,,
AUD-069,SPOT-107,calibration,System A,@user Hi can't update payment info with new payment method. Tried canceling account and that didn't work either. HELP!,,billing_subscription,true,Acknowledge both the failed payment-method update and failed cancellation; route secure billing review; warn against posting card or account data,Claim the payment method changed or subscription cancelled; guarantee a refund; request card details publicly,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""1818439"", ""conversation_id"": ""1818438"", ""message"": ""@user help it won’t let me update my payment info for premium"", ""reply"": ""Hey Kat, help's here. Could you DM us your account's email address or username? We'll take a look backstage /AY <historical-link>"", ""similarity"": 0.401, ""quality"": 0.3108, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1913537"", ""conversation_id"": ""1913536"", ""message"": ""@user I need help!!! I can't update my payment it won't let me"", ""reply"": ""Hey Paige! Do you get an error message when trying to update? Also, can you DM us your account's email address? We'll take a look /SJ <historical-link>"", ""similarity"": 0.3912, ""quality"": 0.3536, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1806995"", ""conversation_id"": ""1806992"", ""message"": ""@user I'm trying to update my payment method and it keeps returning me to student premium. Help!"", ""reply"": ""Hi Eric! Can you try using a different browser or an incognito/private browsing window to see if that helps? Let us know how it goes"", ""similarity"": 0.3702, ""quality"": 0.6167, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-117,SPOT-189,holdout,System A,@user Spotify is taking out 4.99 out of my account for the student discount. What I didn’t realize is that I had to be in college so I exited out of the webpage. My Spotify still says my subscription is free but I was charged $4.99 yesterday?,,billing_subscription,true,Acknowledge student charge with free status; route secure billing review,Guarantee refund or Premium; request card or account data publicly; blame eligibility,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""1013924"", ""conversation_id"": ""1013923"", ""message"": ""@user my Spotify still says free subscription but I see that money came out of my account yesterday. What's going on??"", ""reply"": ""Hi Patricia! We've just sent you a bit more info over DM. We'll carry on helping out there"", ""similarity"": 0.4332, ""quality"": 0.055, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""2175438"", ""conversation_id"": ""2175437"", ""message"": ""@user Yesterday I signed up for the student discount. I was charged the 5$ and change but I still don't have premium?"", ""reply"": ""Hey there, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE <historical-link>"", ""similarity"": 0.3702, ""quality"": 0.5083, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1894969"", ""conversation_id"": ""1894968"", ""message"": ""@user I have cancelled my subscription with you a while back but was still charged 9.99 yesterday"", ""reply"": ""Hi there, help's here. Can you fire over your account's email address via DM? We'll check under the hood /NY <historical-link>"", ""similarity"": 0.3704, ""quality"": 0.485, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-113,SPOT-183,calibration,System B,@user 4.990 atau 49.990?,,billing_subscription,true,Clarify currency country and which price or screen the customer means; offer appropriate language support,Choose one price; assume currency or market; repeat a 2017 price,Hi there! The bundle is only $4.99 for both the student discount and Hulu. More info here:,"[{""pair_id"": ""189827"", ""conversation_id"": ""189827"", ""message"": ""@user Both for 4.99? Or each 4.99?"", ""reply"": ""Hi there! The bundle is only $4.99 for both the student discount and Hulu. More info here: <historical-link>"", ""similarity"": 0.2863, ""quality"": 0.21, ""weak_intent"": ""other""}]",,,,,,,,
AUD-004,SPOT-012,calibration,System C,"@user Hello, I signed up for a new account and my username is a bunch of random letters and numbers. Could you please help me set it to the username I want?",,account_access,true,Explain the difference between an immutable or generated username and an editable display name if applicable; provide the supported self-service option; move any account-specific change or lookup to a secure channel,Do not promise that the login username can be changed; do not claim to have modified the account; do not ask for the password,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-110,SPOT-173,holdout,System B,@user answer em dm's,,other,true,Acknowledge the delayed private message and route follow-up to the existing support conversation,Claim the DM was read or answered; request public account data,We've just sent you a DM 🙂,"[{""pair_id"": ""1752898"", ""conversation_id"": ""1752897"", ""message"": ""@user hi can u answer my DM please"", ""reply"": ""We've just sent you a DM 🙂"", ""similarity"": 0.5318, ""quality"": 0.0, ""weak_intent"": ""other""}]",,,,,,,,
AUD-031,SPOT-046,holdout,System C,@user Not working in Germany,,playback_technical,true,Ask what feature is not working in Germany and for the exact symptom error device app version network and time; check regional service status using verified information,Do not claim a Germany-wide outage or that service is fixed; do not guess a cause; do not give destructive troubleshooting without a symptom,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-054,SPOT-091,holdout,System A,@user how i'm gonna pay to subscribe premium if i don't have any credit card or molpoint?,,billing_subscription,true,Explain that payment options depend on country and current plan terms; direct them to the official payment-method page or secure support; do not request financial data publicly,Claim an unverified method is accepted; ask for card or wallet details publicly; promise subscription activation,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""2165586"", ""conversation_id"": ""2165583"", ""message"": ""@user Im a premium subscriber"", ""reply"": ""Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <historical-link> They should help with this"", ""similarity"": 0.3963, ""quality"": 0.425, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1998319"", ""conversation_id"": ""1998318"", ""message"": ""@user why do we have to have a credit card😥😢😰"", ""reply"": ""Hey Christian! We also accept e-gift cards as well as PayPal to pay for your Premium subscription. Any questions, give us a shout"", ""similarity"": 0.4048, ""quality"": 0.2508, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""1427229"", ""conversation_id"": ""1427227"", ""message"": ""@user can i subscribe to premium for student with my debit card?"", ""reply"": ""Hey Fika, help's here! Can you DM us your account's email address? We'll check backstage /MO <historical-link>"", ""similarity"": 0.3634, ""quality"": 0.4539, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-043,SPOT-071,holdout,System C,@user Bring Jay-Z back,,content_catalog,false,Acknowledge the request for Jay-Z; explain that catalog availability can change; point to official catalog information or request channels,Promise Jay-Z will return; give a return date; state a specific licensing dispute as fact,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-001,SPOT-008,holdout,System C,@user I used my sim btw,,other,true,State that the current message lacks the earlier issue; ask the customer to restate what they used the SIM for and what happened; continue privately if it concerns an account or phone number,Do not assume the SIM solved or caused the issue; do not claim an account was reviewed; do not request phone or account secrets publicly,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-119,SPOT-193,holdout,System B,@user Thank you SPOTIFY!!!! I love you!,,other,false,Reply with a concise appreciative acknowledgement,Open troubleshooting; request account details; claim a support action,"Hey! We’d love to have all of their stuff available, but we have some info about content here:","[{""pair_id"": ""934491"", ""conversation_id"": ""934490"", ""message"": ""@user @user @user i need got7 on spotify!!!"", ""reply"": ""Hey! We’d love to have all of their stuff available, but we have some info about content here: <historical-link>"", ""similarity"": 0.4972, ""quality"": 0.3978, ""weak_intent"": ""other""}]",,,,,,,,
AUD-027,SPOT-041,holdout,System A,"@user um, my account has been disabled and i didnt do anything wrong. What's up with that?",,account_access,true,Acknowledge that the account appears disabled without presuming wrongdoing; move the case to secure human review for identity and status verification; explain what non-sensitive information may be needed privately,Do not promise reactivation; do not accuse the customer or disclose an unverified reason; do not ask for the password,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""2644023"", ""conversation_id"": ""2644022"", ""message"": ""@user my account has been disabled and I have been trying all day to access it. What do I do?"", ""reply"": ""Hey! We've just sent a DM your way. Let's carry on chatting there"", ""similarity"": 0.4479, ""quality"": 0.0064, ""weak_intent"": ""account_access""}, {""pair_id"": ""2118854"", ""conversation_id"": ""2118853"", ""message"": ""@user my account has been disabled I need help getting it back."", ""reply"": ""Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ <historical-link>"", ""similarity"": 0.4244, ""quality"": 0.2836, ""weak_intent"": ""account_access""}, {""pair_id"": ""2441004"", ""conversation_id"": ""2441003"", ""message"": ""@user my account has been disabled after something went wrong with the payment, can you fix this please?"", ""reply"": ""Hey Christopher, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG <historical-link>"", ""similarity"": 0.4352, ""quality"": 0.3244, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-013,SPOT-028,holdout,System C,"@user Hi, I recently purchased a new Samsung gear S3 frontier and the Spotify app doesn't let me log in. It says log in failed but I use the same login on my PC and it works. Help!!",,account_access,true,Acknowledge that the credentials work on the PC but fail on the Gear S3; verify the watch app version and supported login method; move any account lookup or reset to secure support,Do not ask for the password; do not claim the credentials are wrong or the account is locked; do not promise a reset,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-077,SPOT-120,holdout,System B,.@user - Changed my CC today (nov 29) & it says everything is good for Dec 29. Does that mean I will not have my subscription until then? I need music everyday - we are a restaurant.,,billing_subscription,true,Route secure verification of current subscription status renewal date and card update; explain only verified date semantics; avoid giving commercial-use approval,Guarantee uninterrupted service; state the card update succeeded; say a personal subscription authorizes restaurant playback; request payment details publicly,Hey Corey! Can you DM us your account's email address and username? We'll take a look backstage /SU,"[{""pair_id"": ""780385"", ""conversation_id"": ""780384"", ""message"": ""@user I cancelled my subscription at the end of sept and was charged today for my subscription."", ""reply"": ""Hey Corey! Can you DM us your account's email address and username? We'll take a look backstage /SU <historical-link>"", ""similarity"": 0.2768, ""quality"": 0.2875, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-052,SPOT-091,holdout,System C,@user how i'm gonna pay to subscribe premium if i don't have any credit card or molpoint?,,billing_subscription,true,Explain that payment options depend on country and current plan terms; direct them to the official payment-method page or secure support; do not request financial data publicly,Claim an unverified method is accepted; ask for card or wallet details publicly; promise subscription activation,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-020,SPOT-038,holdout,System B,Hey @user.. I’ve been trying to update my payment for my premium account but every time I hit continue the loading wheel just spins endlessly. Help me out here..,,billing_subscription,true,Acknowledge that the payment-update page spins after Continue; suggest a different browser or private window and basic browser checks; if it persists move the account and payment review to a private secure channel,Do not claim the payment method was updated or charged; do not ask for full card details or a password; do not guarantee the browser step will work,"Hey Kelli, help's arrived! We've just replied to your DM. Let's carry on chatting there","[{""pair_id"": ""2312370"", ""conversation_id"": ""2312369"", ""message"": ""@user Help @user I am trying to update my payment method for my premium subscription but it’s not going through the wheel just keeps spinning I have been trying for four days...."", ""reply"": ""Hey Kelli, help's arrived! We've just replied to your DM. Let's carry on chatting there"", ""similarity"": 0.3624, ""quality"": 0.0492, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-045,SPOT-071,holdout,System A,@user Bring Jay-Z back,,content_catalog,false,Acknowledge the request for Jay-Z; explain that catalog availability can change; point to official catalog information or request channels,Promise Jay-Z will return; give a return date; state a specific licensing dispute as fact,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""1929723"", ""conversation_id"": ""1929722"", ""message"": ""@user get 100$bill by Jay-Z on Spotify"", ""reply"": ""Hey! We can confirm that some of Jay Z's catalog has been removed at the request of the artist, but we'll pass on your feedback"", ""similarity"": 0.6305, ""quality"": 0.2469, ""weak_intent"": ""other""}, {""pair_id"": ""840735"", ""conversation_id"": ""840734"", ""message"": ""bring it back 😐 @user <URL>"", ""reply"": ""Hey there! We have more info about this here: <historical-link> Give us a shout if you have any questions"", ""similarity"": 0.4663, ""quality"": 0.2042, ""weak_intent"": ""other""}, {""pair_id"": ""2448561"", ""conversation_id"": ""2448560"", ""message"": ""Bring it back pls @user <URL>"", ""reply"": ""Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see again"", ""similarity"": 0.4432, ""quality"": 0.2314, ""weak_intent"": ""other""}]",,,,,,,,
